kernelSize;density;delta
81;15;0,100636
79;49;0,076972
82;6;0,115606
77;83;0,076527
80;36;0,078821
78;82;0,072021
81;16;0,095744
79;50;0,077885
82;7;0,094995
77;84;0,075173
80;37;0,074392
82;8;0,101694
81;17;0,100318
78;83;0,072921
79;51;0,076436
82;9;0,111455
81;18;0,093267
80;38;0,079442
77;85;0,072214
78;84;0,072002
79;52;0,074050
82;10;0,111100
81;19;0,083769
80;39;0,079364
78;85;0,069399
77;86;0,075198
82;11;0,103816
79;53;0,076418
81;20;0,090414
80;40;0,077855
82;12;0,093243
77;87;0,074888
79;54;0,074196
78;86;0,072798
81;21;0,092494
80;41;0,080795
82;13;0,101630
77;88;0,075493
79;55;0,072094
78;87;0,072698
81;22;0,096593
82;14;0,097140
80;42;0,079216
77;89;0,075910
79;56;0,075324
81;23;0,094102
78;88;0,073248
80;43;0,080139
82;15;0,098448
79;57;0,075565
81;24;0,097159
77;90;0,074930
78;89;0,074143
80;44;0,078763
82;16;0,095094
79;58;0,074699
81;25;0,092297
77;91;0,073706
78;90;0,073419
80;45;0,079114
82;17;0,096956
81;26;0,088432
79;59;0,074053
77;92;0,075627
80;46;0,076888
82;18;0,094048
78;91;0,071972
81;27;0,084930
79;60;0,074038
82;19;0,081707
77;93;0,075514
80;47;0,075500
78;92;0,074005
81;28;0,084786
79;61;0,071469
82;20;0,091743
77;94;0,074704
78;93;0,073073
81;29;0,083450
80;48;0,075934
79;62;0,075496
77;95;0,074968
82;21;0,089581
78;94;0,073073
80;49;0,075533
81;30;0,081089
79;63;0,074728
82;22;0,092923
81;31;0,081263
77;96;0,074890
78;95;0,073449
80;50;0,076466
79;64;0,075545
82;23;0,089745
81;32;0,083022
77;97;0,073784
80;51;0,074902
78;96;0,073179
82;24;0,092601
79;65;0,074038
81;33;0,080314
80;52;0,075800
77;98;0,073879
82;25;0,090001
78;97;0,072460
79;66;0,074717
81;34;0,081536
82;26;0,087853
80;53;0,075648
77;99;0,073407
78;98;0,072324
79;67;0,075215
81;35;0,081732
82;27;0,084573
80;54;0,073714
78;99;0,072524
77;100;0,074488
81;36;0,077589
79;68;0,075255
82;28;0,084487
80;55;0,071860
83;1;0,253521
78;100;0,073203
79;69;0,072995
81;37;0,072670
82;29;0,083701
80;56;0,075513
83;2;0,188231
81;38;0,077592
79;70;0,073653
84;1;0,249091
82;30;0,080844
80;57;0,074272
83;3;0,142824
84;2;0,212093
81;39;0,076754
79;71;0,074281
82;31;0,079610
83;4;0,125188
80;58;0,074607
84;3;0,144337
81;40;0,077408
82;32;0,081841
83;5;0,117523
79;72;0,073732
80;59;0,074462
84;4;0,119769
83;6;0,120950
81;41;0,080587
79;73;0,073235
82;33;0,078916
84;5;0,124245
80;60;0,073435
83;7;0,100782
81;42;0,081405
79;74;0,073181
82;34;0,080317
84;6;0,129841
80;61;0,070290
83;8;0,102625
81;43;0,080211
82;35;0,079635
79;75;0,073146
84;7;0,099945
83;9;0,111755
80;62;0,074017
81;44;0,078439
82;36;0,076770
79;76;0,073773
84;8;0,106087
83;10;0,111804
80;63;0,073773
81;45;0,079590
82;37;0,072830
84;9;0,119502
83;11;0,100545
79;77;0,073029
80;64;0,074078
84;10;0,115976
81;46;0,078022
82;38;0,076592
83;12;0,092394
79;78;0,073733
84;11;0,108671
80;65;0,072912
82;39;0,076457
83;13;0,098722
81;47;0,079163
79;79;0,071988
84;12;0,101381
80;66;0,073999
82;40;0,075454
83;14;0,093052
79;80;0,072126
81;48;0,076249
84;13;0,105945
80;67;0,074038
83;15;0,095622
82;41;0,076696
84;14;0,098835
81;49;0,079525
79;81;0,071180
80;68;0,073439
83;16;0,091646
82;42;0,077279
84;15;0,103076
81;50;0,077059
79;82;0,069930
83;17;0,092843
80;69;0,071572
82;43;0,075115
84;16;0,098543
83;18;0,085691
79;83;0,070776
81;51;0,076374
80;70;0,070536
82;44;0,076376
84;17;0,099089
83;19;0,078077
79;84;0,070247
81;52;0,075886
80;71;0,072272
82;45;0,075348
84;18;0,094008
83;20;0,085949
79;85;0,067892
81;53;0,076895
80;72;0,070459
82;46;0,076052
84;19;0,084967
83;21;0,087227
79;86;0,070720
84;20;0,092892
81;54;0,073207
82;47;0,074519
80;73;0,071118
83;22;0,091107
84;21;0,091111
79;87;0,071062
81;55;0,071890
82;48;0,074790
80;74;0,070182
83;23;0,086466
84;22;0,095556
81;56;0,075217
79;88;0,071669
82;49;0,075911
83;24;0,085008
80;75;0,071761
84;23;0,095939
82;50;0,072960
81;57;0,074024
83;25;0,081795
79;89;0,072366
80;76;0,071314
84;24;0,091391
83;26;0,082281
79;90;0,071575
82;51;0,074496
81;58;0,075087
80;77;0,071881
84;25;0,089742
83;27;0,078359
81;59;0,073323
82;52;0,072842
79;91;0,070245
84;26;0,088239
80;78;0,071783
83;28;0,076969
81;60;0,074481
82;53;0,072231
79;92;0,072392
83;29;0,079634
80;79;0,071322
84;27;0,086553
81;61;0,070807
82;54;0,071371
83;30;0,076257
79;93;0,072475
80;80;0,070969
84;28;0,087695
81;62;0,074774
82;55;0,069032
83;31;0,074450
79;94;0,072286
84;29;0,086712
80;81;0,070881
81;63;0,073953
83;32;0,078755
84;30;0,083378
80;82;0,069214
79;95;0,072059
82;56;0,072808
81;64;0,073911
84;31;0,082699
83;33;0,076137
82;57;0,072269
79;96;0,071454
80;83;0,069800
81;65;0,072758
84;32;0,083685
83;34;0,077647
82;58;0,072641
79;97;0,071821
81;66;0,074328
80;84;0,068475
84;33;0,081548
83;35;0,077788
82;59;0,072866
79;98;0,070523
81;67;0,074429
84;34;0,084267
80;85;0,066616
83;36;0,073711
82;60;0,071632
79;99;0,070752
84;35;0,082729
83;37;0,071264
81;68;0,074370
80;86;0,069067
82;61;0,069910
79;100;0,069897
83;38;0,075238
81;69;0,072882
84;36;0,080627
80;87;0,069253
82;62;0,074460
83;39;0,075800
84;37;0,075714
81;70;0,074311
85;1;0,262579
80;88;0,069597
82;63;0,072894
83;40;0,074589
85;2;0,196414
84;38;0,081264
82;64;0,073346
81;71;0,073822
80;89;0,070415
85;3;0,133883
83;41;0,077755
84;39;0,082638
82;65;0,072712
81;72;0,074188
80;90;0,069097
85;4;0,125521
83;42;0,076153
84;40;0,081312
85;5;0,122842
81;73;0,072537
82;66;0,073730
80;91;0,068681
83;43;0,076192
84;41;0,083639
85;6;0,123515
81;74;0,072767
83;44;0,076310
82;67;0,074100
84;42;0,082337
80;92;0,070620
85;7;0,098096
81;75;0,072565
84;43;0,081534
83;45;0,075849
82;68;0,073886
85;8;0,107432
80;93;0,069644
84;44;0,081241
81;76;0,071824
85;9;0,118145
83;46;0,076732
82;69;0,073407
84;45;0,081856
80;94;0,069462
85;10;0,115958
81;77;0,072096
83;47;0,073887
82;70;0,073318
85;11;0,107235
84;46;0,079619
80;95;0,068997
81;78;0,073047
83;48;0,075664
82;71;0,074191
85;12;0,102987
84;47;0,082375
80;96;0,070036
81;79;0,071767
83;49;0,075118
82;72;0,072772
85;13;0,101504
80;97;0,069253
81;80;0,071469
84;48;0,079130
83;50;0,073815
82;73;0,073306
85;14;0,098011
84;49;0,079183
82;74;0,073159
80;98;0,069113
83;51;0,074000
85;15;0,098076
81;81;0,070866
84;50;0,079370
85;16;0,092246
82;75;0,073934
83;52;0,072999
80;99;0,068673
81;82;0,069924
85;17;0,098674
84;51;0,079191
83;53;0,074553
82;76;0,072771
80;100;0,069497
81;83;0,070340
85;18;0,091430
84;52;0,078817
83;54;0,072493
82;77;0,073540
2;69;0,473688
85;19;0,084273
86;1;0,255829
81;84;0,068943
84;53;0,078755
83;55;0,069864
82;78;0,073785
85;20;0,094695
86;2;0,200174
81;85;0,068263
84;54;0,075930
86;3;0,150373
85;21;0,093707
82;79;0,072827
83;56;0,073169
84;55;0,073336
86;4;0,133904
85;22;0,098537
81;86;0,069643
83;57;0,072379
84;56;0,077394
82;80;0,072286
86;5;0,131113
85;23;0,103729
81;87;0,069667
83;58;0,074250
86;6;0,134725
84;57;0,076954
85;24;0,096693
82;81;0,072313
86;7;0,110825
81;88;0,069876
83;59;0,073366
84;58;0,078555
85;25;0,095948
82;82;0,070697
86;8;0,114592
83;60;0,072927
84;59;0,078053
85;26;0,092604
81;89;0,070094
86;9;0,125927
82;83;0,072014
83;61;0,070096
84;60;0,077073
86;10;0,121693
85;27;0,089695
81;90;0,069236
82;84;0,070593
83;62;0,073235
84;61;0,074552
86;11;0,115580
85;28;0,090112
81;91;0,068214
82;85;0,068844
83;63;0,073935
86;12;0,110776
84;62;0,078806
85;29;0,091134
81;92;0,070266
82;86;0,070806
86;13;0,107890
83;64;0,073308
84;63;0,078516
85;30;0,085682
81;93;0,069907
86;14;0,102804
85;31;0,085673
84;64;0,077994
82;87;0,070750
83;65;0,073407
86;15;0,104798
85;32;0,087677
84;65;0,076757
82;88;0,070212
83;66;0,073356
81;94;0,068689
86;16;0,099655
85;33;0,086696
84;66;0,076238
82;89;0,070781
83;67;0,073209
81;95;0,069704
86;17;0,099405
85;34;0,087168
84;67;0,077107
86;18;0,096486
83;68;0,073729
82;90;0,070091
81;96;0,069354
85;35;0,087034
86;19;0,088654
84;68;0,077458
83;69;0,072141
85;36;0,085463
82;91;0,068778
81;97;0,069299
86;20;0,092822
84;69;0,075878
83;70;0,072538
85;37;0,079557
82;92;0,070326
86;21;0,093827
81;98;0,068569
84;70;0,075458
85;38;0,085786
83;71;0,071984
82;93;0,070080
86;22;0,096221
81;99;0,068764
84;71;0,077767
85;39;0,083369
83;72;0,072573
86;23;0,096847
82;94;0,069406
81;100;0,068473
85;40;0,083159
84;72;0,076126
86;24;0,093717
83;73;0,071804
82;95;0,069639
87;1;0,248588
86;25;0,095738
85;41;0,085724
84;73;0,075323
82;96;0,069443
83;74;0,070777
87;2;0,198907
86;26;0,090004
85;42;0,084470
84;74;0,075571
87;3;0,149105
83;75;0,071917
82;97;0,068952
86;27;0,088564
85;43;0,083870
87;4;0,133238
84;75;0,076346
83;76;0,071711
82;98;0,068971
86;28;0,087650
85;44;0,083829
87;5;0,126016
84;76;0,076420
83;77;0,072079
82;99;0,068241
86;29;0,088281
87;6;0,131137
85;45;0,083435
84;77;0,076359
87;7;0,098406
83;78;0,072912
82;100;0,068474
86;30;0,085542
85;46;0,080639
87;8;0,108816
84;78;0,076347
85;47;0,081843
83;79;0,072106
86;31;0,085406
88;1;0,256085
87;9;0,112325
88;2;0,195784
86;32;0,087307
84;79;0,075549
83;80;0,071713
85;48;0,078979
87;10;0,114965
88;3;0,147104
84;80;0,075523
87;11;0,109253
85;49;0,080779
83;81;0,071327
86;33;0,084181
88;4;0,123471
85;50;0,080160
86;34;0,085969
84;81;0,074450
83;82;0,070328
88;5;0,120327
87;12;0,103407
86;35;0,085061
88;6;0,124114
84;82;0,074491
85;51;0,079817
87;13;0,102989
83;83;0,071575
88;7;0,098931
86;36;0,081979
87;14;0,097980
85;52;0,079001
84;83;0,074772
83;84;0,070211
88;8;0,104121
87;15;0,103394
86;37;0,077564
85;53;0,080568
84;84;0,074072
88;9;0,114281
83;85;0,069629
87;16;0,097412
86;38;0,083314
85;54;0,077009
84;85;0,071822
88;10;0,115797
87;17;0,097838
83;86;0,071398
86;39;0,083764
85;55;0,074975
88;11;0,108413
84;86;0,074336
87;18;0,092974
86;40;0,083685
83;87;0,071088
85;56;0,078270
88;12;0,104077
87;19;0,084692
84;87;0,075094
83;88;0,071067
86;41;0,084806
85;57;0,079694
88;13;0,102767
87;20;0,090791
84;88;0,075294
85;58;0,079133
86;42;0,084361
83;89;0,071622
88;14;0,098160
87;21;0,093206
84;89;0,076449
85;59;0,079641
86;43;0,082585
88;15;0,103047
83;90;0,071079
87;22;0,095541
88;16;0,094786
86;44;0,083440
85;60;0,078010
84;90;0,074937
83;91;0,070306
87;23;0,093554
88;17;0,096799
85;61;0,075200
86;45;0,082224
84;91;0,073938
87;24;0,091271
88;18;0,091893
83;92;0,072131
85;62;0,079646
86;46;0,084586
84;92;0,076316
88;19;0,080356
87;25;0,092043
83;93;0,071681
1;34;0,493870
85;63;0,078840
86;47;0,083446
88;20;0,090002
84;93;0,076145
87;26;0,090327
86;48;0,082138
83;94;0,070918
85;64;0,078514
88;21;0,090592
87;27;0,086658
84;94;0,074748
86;49;0,082079
85;65;0,078099
83;95;0,070873
88;22;0,096167
87;28;0,087744
84;95;0,076808
86;50;0,081121
88;23;0,090096
85;66;0,077982
87;29;0,090147
83;96;0,070726
84;96;0,075671
88;24;0,089501
86;51;0,080630
85;67;0,078206
87;30;0,086212
83;97;0,071245
84;97;0,075951
88;25;0,087965
86;52;0,080834
87;31;0,083632
85;68;0,077690
83;98;0,070318
88;26;0,086349
84;98;0,074707
86;53;0,082120
87;32;0,084309
85;69;0,076502
88;27;0,083331
83;99;0,069967
86;54;0,079125
84;99;0,075257
87;33;0,082068
85;70;0,077231
88;28;0,084917
83;100;0,069602
86;55;0,076733
87;34;0,083384
84;100;0,075366
85;71;0,077031
88;29;0,085370
86;56;0,081145
89;1;0,252157
87;35;0,083860
90;1;0,247998
85;72;0,076211
88;30;0,081960
86;57;0,079865
87;36;0,080681
89;2;0,194385
90;2;0,202753
85;73;0,075761
88;31;0,080943
90;3;0,138355
86;58;0,080142
87;37;0,076877
89;3;0,133308
88;32;0,083498
90;4;0,121776
85;74;0,075960
86;59;0,078923
89;4;0,126083
87;38;0,083162
88;33;0,080477
90;5;0,111630
85;75;0,075781
89;5;0,114161
86;60;0,078221
87;39;0,084451
90;6;0,120974
88;34;0,082711
89;6;0,120272
85;76;0,075204
86;61;0,075993
87;40;0,083373
90;7;0,096363
88;35;0,082072
89;7;0,099518
85;77;0,075702
86;62;0,080666
90;8;0,101166
87;41;0,083347
89;8;0,101185
88;36;0,078232
86;63;0,079721
85;78;0,076293
90;9;0,110679
87;42;0,083870
88;37;0,074871
89;9;0,116314
86;64;0,079352
90;10;0,112223
85;79;0,075624
87;43;0,082135
89;10;0,112641
88;38;0,080797
86;65;0,078333
90;11;0,104664
87;44;0,081496
85;80;0,075115
89;11;0,099648
88;39;0,078472
86;66;0,079136
90;12;0,099914
87;45;0,080674
89;12;0,094336
85;81;0,074837
88;40;0,078289
86;67;0,079221
90;13;0,105567
87;46;0,081138
89;13;0,095789
85;82;0,073277
88;41;0,082046
90;14;0,102025
86;68;0,078649
87;47;0,079445
89;14;0,091372
85;83;0,074111
88;42;0,080692
90;15;0,104205
89;15;0,097843
86;69;0,078113
87;48;0,079121
85;84;0,073014
90;16;0,098352
88;43;0,081777
89;16;0,092454
86;70;0,078184
87;49;0,078790
85;85;0,070907
90;17;0,100421
89;17;0,095982
88;44;0,080134
86;71;0,077497
87;50;0,076894
90;18;0,093105
89;18;0,089621
85;86;0,074719
88;45;0,082955
90;19;0,084886
87;51;0,077443
89;19;0,079688
86;72;0,077548
85;87;0,074759
88;46;0,077977
90;20;0,093049
87;52;0,076679
89;20;0,090492
86;73;0,078817
85;88;0,075395
88;47;0,076314
90;21;0,090910
87;53;0,077722
86;74;0,077786
89;21;0,086692
88;48;0,076353
90;22;0,095157
87;54;0,075453
85;89;0,075740
86;75;0,078664
89;22;0,096968
88;49;0,076320
90;23;0,090962
87;55;0,072361
89;23;0,093226
86;76;0,077819
88;50;0,075699
85;90;0,075126
90;24;0,093174
87;56;0,076242
89;24;0,092481
86;77;0,077684
90;25;0,091135
88;51;0,076588
85;91;0,073527
89;25;0,090174
87;57;0,075425
90;26;0,088840
86;78;0,077545
88;52;0,075497
85;92;0,075652
89;26;0,090207
87;58;0,075604
90;27;0,086249
86;79;0,077023
88;53;0,077376
89;27;0,086192
85;93;0,074926
87;59;0,075151
90;28;0,085160
86;80;0,075971
88;54;0,074474
89;28;0,084921
85;94;0,075214
87;60;0,073151
90;29;0,083737
88;55;0,071960
89;29;0,085743
86;81;0,075420
85;95;0,074969
90;30;0,080976
87;61;0,071843
88;56;0,075447
89;30;0,083435
86;82;0,074915
85;96;0,074799
87;62;0,074893
90;31;0,080340
88;57;0,074430
89;31;0,083229
86;83;0,074897
87;63;0,074413
90;32;0,083743
85;97;0,073444
89;32;0,084842
88;58;0,075739
86;84;0,074829
90;33;0,082452
87;64;0,075057
85;98;0,073934
89;33;0,082066
88;59;0,075426
86;85;0,072376
90;34;0,083747
87;65;0,074067
89;34;0,082754
85;99;0,073826
88;60;0,074911
86;86;0,074672
90;35;0,083097
87;66;0,073858
89;35;0,083089
85;100;0,073762
88;61;0,072301
2;70;0,474473
90;36;0,081010
87;67;0,074802
86;87;0,075238
89;36;0,080029
88;62;0,074795
91;1;0,260446
90;37;0,076867
87;68;0,073693
89;37;0,074475
86;88;0,075420
91;2;0,206930
88;63;0,074020
90;38;0,081622
87;69;0,073704
89;38;0,079722
91;3;0,149080
86;89;0,076205
88;64;0,074932
90;39;0,079452
87;70;0,074536
91;4;0,132574
89;39;0,079048
86;90;0,073976
88;65;0,072696
90;40;0,080249
91;5;0,120618
89;40;0,079099
86;91;0,073676
88;66;0,074240
87;71;0,075304
91;6;0,131379
90;41;0,081679
86;92;0,074547
87;72;0,075279
89;41;0,082268
88;67;0,072865
91;7;0,107179
90;42;0,081726
86;93;0,075273
89;42;0,080644
87;73;0,074349
88;68;0,073614
91;8;0,109127
90;43;0,077132
89;43;0,080354
88;69;0,071746
87;74;0,074103
86;94;0,073580
90;44;0,079530
91;9;0,124086
89;44;0,080324
88;70;0,072041
87;75;0,074363
86;95;0,074127
91;10;0,118249
90;45;0,078244
89;45;0,080110
91;11;0,108017
87;76;0,073647
86;96;0,073241
88;71;0,072342
90;46;0,078108
89;46;0,077773
91;12;0,105360
87;77;0,074574
88;72;0,071912
90;47;0,078310
86;97;0,072825
89;47;0,078660
91;13;0,108470
87;78;0,074020
90;48;0,076599
88;73;0,071754
89;48;0,077546
86;98;0,071614
91;14;0,102731
87;79;0,072637
90;49;0,076395
91;15;0,104028
88;74;0,071798
89;49;0,078443
86;99;0,072422
87;80;0,073039
90;50;0,075462
91;16;0,098828
89;50;0,077821
88;75;0,072136
86;100;0,071795
91;17;0,100560
87;81;0,071985
88;76;0,072565
90;51;0,075489
89;51;0,076914
91;18;0,095234
92;1;0,255073
87;82;0,071365
88;77;0,072352
89;52;0,075064
90;52;0,073535
92;2;0,199896
91;19;0,083870
88;78;0,072479
89;53;0,076227
90;53;0,074071
87;83;0,070685
92;3;0,140376
91;20;0,092812
88;79;0,072047
90;54;0,071761
89;54;0,074335
92;4;0,126448
87;84;0,071191
91;21;0,092467
90;55;0,070611
92;5;0,137419
88;80;0,071908
87;85;0,069184
91;22;0,097457
89;55;0,071585
92;6;0,126727
90;56;0,072455
88;81;0,070965
91;23;0,094157
87;86;0,071778
89;56;0,074903
92;7;0,102777
90;57;0,072933
88;82;0,070474
91;24;0,094724
89;57;0,073043
87;87;0,071998
92;8;0,108888
90;58;0,072986
91;25;0,094079
89;58;0,073391
88;83;0,070556
92;9;0,119347
87;88;0,072064
90;59;0,071971
91;26;0,092634
89;59;0,073816
88;84;0,070184
92;10;0,121956
87;89;0,071822
91;27;0,090933
90;60;0,071785
89;60;0,073948
92;11;0,110450
88;85;0,067694
91;28;0,091188
87;90;0,071949
90;61;0,069612
92;12;0,105287
89;61;0,070430
88;86;0,070436
91;29;0,092478
87;91;0,069838
92;13;0,104932
90;62;0,072790
89;62;0,073812
91;30;0,089252
88;87;0,070769
92;14;0,097693
87;92;0,073075
90;63;0,072588
89;63;0,074994
91;31;0,089393
88;88;0,070997
92;15;0,099987
87;93;0,072565
90;64;0,072564
91;32;0,091085
88;89;0,071840
92;16;0,100381
89;64;0,074106
87;94;0,071629
91;33;0,088596
90;65;0,072557
92;17;0,102521
88;90;0,070567
89;65;0,073178
87;95;0,071973
90;66;0,073275
92;18;0,096289
91;34;0,091117
89;66;0,072521
88;91;0,069828
92;19;0,086512
90;67;0,072786
91;35;0,090799
87;96;0,070662
89;67;0,074155
91;36;0,086937
88;92;0,071535
90;68;0,071786
92;20;0,093705
87;97;0,071294
89;68;0,073216
91;37;0,082064
88;93;0,070666
90;69;0,071046
92;21;0,099901
87;98;0,071424
89;69;0,072143
92;22;0,100240
91;38;0,087511
90;70;0,071678
88;94;0,070235
89;70;0,070888
87;99;0,071290
92;23;0,100030
90;71;0,071686
88;95;0,070734
91;39;0,087266
92;24;0,097564
89;71;0,072677
87;100;0,070791
90;72;0,071649
91;40;0,085841
88;96;0,070102
92;25;0,098327
89;72;0,072220
91;41;0,088334
93;1;0,253815
90;73;0,071400
88;97;0,070604
92;26;0,092486
93;2;0,193531
91;42;0,088215
89;73;0,071449
90;74;0,070269
88;98;0,070627
92;27;0,091702
93;3;0,143001
91;43;0,086298
89;74;0,071120
92;28;0,090445
88;99;0,070254
93;4;0,131857
90;75;0,071241
91;44;0,087199
89;75;0,070849
93;5;0,121808
88;100;0,070268
90;76;0,070435
92;29;0,092009
91;45;0,083793
89;76;0,071811
93;6;0,117911
92;30;0,089281
91;46;0,084532
94;1;0,257327
90;77;0,070475
93;7;0,091822
89;77;0,071460
91;47;0,082655
92;31;0,089523
94;2;0,191950
90;78;0,070987
93;8;0,098756
89;78;0,072492
92;32;0,090105
91;48;0,081154
94;3;0,145199
93;9;0,117319
90;79;0,069219
89;79;0,071003
92;33;0,084761
91;49;0,082872
94;4;0,134148
93;10;0,116039
90;80;0,069775
94;5;0,132015
89;80;0,070972
91;50;0,079931
92;34;0,088216
93;11;0,110898
94;6;0,122708
90;81;0,069024
89;81;0,070544
91;51;0,080870
92;35;0,087665
93;12;0,097521
94;7;0,098310
90;82;0,068143
91;52;0,080067
93;13;0,102808
92;36;0,084636
89;82;0,069179
94;8;0,105893
93;14;0,096243
91;53;0,080804
90;83;0,068616
92;37;0,080372
89;83;0,070151
94;9;0,120130
93;15;0,101130
91;54;0,079162
90;84;0,067761
92;38;0,086657
94;10;0,121138
93;16;0,095605
89;84;0,069247
91;55;0,075920
90;85;0,065826
92;39;0,088763
93;17;0,096596
94;11;0,114523
89;85;0,066986
91;56;0,080485
92;40;0,086104
90;86;0,068017
93;18;0,090390
94;12;0,101265
89;86;0,070585
91;57;0,078752
92;41;0,089101
93;19;0,084676
94;13;0,104557
90;87;0,069018
89;87;0,070199
91;58;0,079151
92;42;0,087573
93;20;0,089546
94;14;0,104056
90;88;0,067876
92;43;0,090945
94;15;0,104656
89;88;0,070630
91;59;0,078092
93;21;0,090740
90;89;0,068991
92;44;0,088134
94;16;0,100340
89;89;0,070320
93;22;0,091661
91;60;0,078756
90;90;0,068218
92;45;0,086043
94;17;0,104033
93;23;0,091695
89;90;0,070176
91;61;0,074868
92;46;0,085258
90;91;0,067042
94;18;0,098059
93;24;0,089410
89;91;0,068231
91;62;0,080061
92;47;0,086320
90;92;0,068327
94;19;0,090827
93;25;0,088464
91;63;0,079445
92;48;0,084825
89;92;0,070568
90;93;0,068299
94;20;0,094552
93;26;0,086847
92;49;0,085740
91;64;0,080532
89;93;0,070020
94;21;0,095232
93;27;0,085412
90;94;0,067990
91;65;0,078972
92;50;0,084794
89;94;0,069639
94;22;0,098093
93;28;0,085118
90;95;0,068355
91;66;0,080408
93;29;0,085522
94;23;0,096997
92;51;0,085807
89;95;0,069710
91;67;0,080934
93;30;0,083062
90;96;0,068315
92;52;0,084887
94;24;0,094904
89;96;0,070446
91;68;0,079953
93;31;0,081641
90;97;0,068293
94;25;0,095721
92;53;0,086589
89;97;0,069425
91;69;0,078382
93;32;0,084241
94;26;0,092325
92;54;0,083292
90;98;0,068167
89;98;0,068870
91;70;0,079382
93;33;0,082150
94;27;0,090215
92;55;0,079349
90;99;0,067843
89;99;0,069331
93;34;0,083835
94;28;0,088925
91;71;0,080420
92;56;0,084452
90;100;0,068482
89;100;0,069494
93;35;0,083309
94;29;0,090986
91;72;0,079045
92;57;0,082485
95;1;0,252690
96;1;0,248004
93;36;0,081142
94;30;0,086270
95;2;0,200827
91;73;0,079078
92;58;0,083099
94;31;0,085776
96;2;0,195186
93;37;0,077740
95;3;0,143084
91;74;0,078753
92;59;0,082394
96;3;0,141727
94;32;0,085811
93;38;0,081806
95;4;0,140447
96;4;0,129146
92;60;0,080171
94;33;0,085209
93;39;0,083756
91;75;0,079765
95;5;0,128613
96;5;0,113343
94;34;0,086638
92;61;0,078940
91;76;0,079338
93;40;0,081611
95;6;0,126831
96;6;0,116285
94;35;0,086630
93;41;0,085752
95;7;0,105123
92;62;0,081833
91;77;0,079811
96;7;0,097935
94;36;0,083943
95;8;0,114978
93;42;0,085101
91;78;0,080253
92;63;0,082300
96;8;0,102606
95;9;0,119630
94;37;0,080035
93;43;0,085426
96;9;0,108469
91;79;0,078491
92;64;0,081596
95;10;0,116102
94;38;0,086676
96;10;0,108700
93;44;0,083198
92;65;0,082190
91;80;0,079281
95;11;0,105746
96;11;0,103950
94;39;0,085254
93;45;0,085351
92;66;0,082043
91;81;0,078643
95;12;0,100931
96;12;0,094005
94;40;0,085864
93;46;0,083627
92;67;0,081561
95;13;0,103360
96;13;0,097169
91;82;0,077871
93;47;0,083673
94;41;0,086490
92;68;0,081003
95;14;0,094946
96;14;0,091840
91;83;0,078112
93;48;0,082188
2;71;0,475275
95;15;0,097023
96;15;0,094972
94;42;0,088369
92;69;0,080559
91;84;0,077697
93;49;0,082955
95;16;0,091859
96;16;0,093787
94;43;0,085423
92;70;0,081140
93;50;0,082050
91;85;0,075874
95;17;0,093678
96;17;0,096576
94;44;0,084492
95;18;0,087150
92;71;0,081422
91;86;0,078119
93;51;0,082146
96;18;0,091157
94;45;0,084387
95;19;0,079377
92;72;0,080803
91;87;0,077991
96;19;0,083680
93;52;0,082192
94;46;0,083459
95;20;0,086615
92;73;0,080484
91;88;0,078638
96;20;0,096083
93;53;0,083114
94;47;0,083615
95;21;0,084686
92;74;0,079971
91;89;0,078982
96;21;0,089379
93;54;0,080685
94;48;0,082776
95;22;0,088224
92;75;0,080660
96;22;0,093970
91;90;0,077155
93;55;0,077665
94;49;0,082631
95;23;0,092642
92;76;0,080080
96;23;0,092302
93;56;0,082095
95;24;0,091859
94;50;0,081578
91;91;0,076794
92;77;0,079703
96;24;0,092353
95;25;0,089103
93;57;0,081229
94;51;0,082440
91;92;0,079166
96;25;0,090312
92;78;0,079309
95;26;0,087334
94;52;0,080938
93;58;0,081326
91;93;0,079175
96;26;0,086328
92;79;0,079225
95;27;0,085612
94;53;0,081382
93;59;0,081074
96;27;0,086598
91;94;0,078010
95;28;0,086819
92;80;0,078627
93;60;0,080692
94;54;0,078063
96;28;0,086917
91;95;0,077304
95;29;0,085215
92;81;0,078226
93;61;0,078057
94;55;0,076534
96;29;0,086383
95;30;0,083788
91;96;0,078486
93;62;0,081429
92;82;0,077856
94;56;0,078550
96;30;0,083705
95;31;0,083255
91;97;0,077467
93;63;0,080240
94;57;0,078867
92;83;0,078000
96;31;0,083566
95;32;0,083910
91;98;0,077431
93;64;0,082652
94;58;0,078168
96;32;0,084925
95;33;0,081053
92;84;0,076958
93;65;0,080313
91;99;0,077673
94;59;0,077586
96;33;0,081317
95;34;0,082188
92;85;0,075411
93;66;0,079758
91;100;0,077573
94;60;0,077451
96;34;0,082894
95;35;0,081536
92;86;0,077071
93;67;0,080462
97;1;0,243093
96;35;0,082313
94;61;0,074344
95;36;0,078563
93;68;0,080531
97;2;0,202657
92;87;0,077739
96;36;0,078395
95;37;0,074403
94;62;0,078489
97;3;0,142249
93;69;0,079557
92;88;0,077222
95;38;0,080817
94;63;0,077003
96;37;0,075664
97;4;0,129036
93;70;0,080253
92;89;0,078282
95;39;0,079052
96;38;0,080052
97;5;0,122618
94;64;0,078021
93;71;0,081076
92;90;0,077776
97;6;0,126277
95;40;0,077908
96;39;0,081703
94;65;0,076323
93;72;0,080802
97;7;0,102693
95;41;0,078799
92;91;0,076316
